,Unnamed: 0,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Total Cup Points,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
644,644,Ethiopia,,,,,lusso coffee lab,1550 m,sidamo,,50,60 kg,2013,Q1 2014,lusso lab,Other,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,84.0,4,0.0,Green,40,"January 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
645,645,Brazil,fazenda rio verde,,ipanema coffees,002/4177/0121,ipanema coffees,1260,south of minas,Ipanema Coffees,320,60 kg,2013 / 2014,Q1 2014,ipanema coffees,Yellow Bourbon,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,84.0,0,0.0,Green,0,"January 2nd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
646,646,Colombia,,,trilladora boananza,68-0222,exportadora de cafe condor s.a,1700 msnm,cauca,,270,70 kg,2013,Q2 2013,exportadora de cafe condor s.a,Caturra,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,84.0,0,0.0,Green,1,"June 21st, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
647,647,Kenya,,,nkg/ck/hc/ss/kccm,37/00597/0252 - AB FAQ Q certified,ibero kenya limited,above 1200 m,blend,Blend of various producers,300,60 kg,2012,Q1 2013,ibero kenya limited,SL34,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,84.0,0,0.0,Green,2,"March 8th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74
648,648,Thailand,doi tung development project,,doi tung development project,-,mae fah luang foundation,,thailand,Doi Tung Development Project,2,1 kg,2012,Q2 2012,doi tung development project,Other,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,84.0,0,0.0,Green,0,"June 21st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
649,649,Kenya,-,,,37-0569-2347,taylor winch (coffee) ltd,1650,central kenya,-,150,9000 kg,2012,Q2 2012,taylor winch (coffee) ltd.,SL28,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,84.0,0,0.0,Blue-Green,0,"May 31st, 2013",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74
650,650,Uganda,,,bukonzo joint cfs,x,bukonzo joint cfs,1700m,kasese,,320,60 kg,2012,Q1 2012,afca,Other,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,84.0,10,0.0,Green,26,"February 12th, 2013",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea
652,652,Brazil,fazenda capoeirnha,019/17,dry mill,002/1660/0079,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,2017 / 2018,Q4 2017,ipanema coffees,Bourbon,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,83.92,0,0.0,Green,3,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
653,653,Mexico,cafetal,101,cafes tomari sa de cv,016-1273-101,cafes tomari sa de cv,1300,veracruz,CAFES TOMARI SA DE CV,200,69 kg,2017,Q3 2017,cafes tomari sa de cv,Mundo Novo,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,83.92,0,0.0,Green,5,"July 3rd, 2018",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386
654,654,Thailand,saveg coffee farm,INT-2015,dry mill,,intercof 1978 group company limited,1350,chiangrai,"Phatang, Saveg",45,40 kg,2015,Q4 2016,sarawut premjit,Catimor,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,83.92,0,0.0,Blue-Green,1,"October 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
655,655,Brazil,capoeirinha,007/16E,dry mill,002/1660/0105,ipanema coffees,934,south of minas,Ipanema Agricola,320,60 kg,2016,Q3 2016,ipanema coffees,Bourbon,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,83.92,0,2.0,Green,7,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
656,656,Taiwan,tsoustructive garden 鄒築園,Tsoustructive 2015 Typica,tsoustructive garden 鄒築園,Taiwan,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county 嘉義阿里山樂野村","FANG,ZHENG-LUN 方政倫",20,50 kg,2015,Q2 2016,"lin, che-hao krude 林哲豪",Typica,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,83.92,0,0.0,Green,3,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
659,659,Taiwan,very famous intl.名門義理國際股份有限公司,,very famous intl.名門義理國際股份有限公司,none,宸嶧國際,,台灣,YANG TENG KO楊登嵙,1,2 kg,2014,Q4 2015,cqi taiwan icp cqi台灣合作夥伴,,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,83.92,0,0.0,Blue-Green,0,"November 6th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
662,662,Colombia,,,,3-37-0985,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,275,70 kg,2014,Q4 2014,racafe & cia s.c.a,Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,83.92,0,0.0,Green,1,"December 12th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
663,663,Taiwan,神谷山莊園,,神谷山莊園,Taiwan台灣,宸嶧國際,950公尺,台中和平區,張瑞宏,10,60 kg,2014,Q4 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,83.92,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
664,664,Colombia,,,trilladora boananza,3-79-0635,ecom cca sa,1550,santander,,250,70 kg,2014,Q1 2014,compañia colombiana agroindustrial s.a,Caturra,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,83.92,0,0.0,Green,3,"January 17th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
665,665,Mexico,finca cuetzalingo,,xicotepec de juarez,1207088353,agro xicotepec 2000,900,xicotepec de juarez,OSCAR ORTEGA CARBALLO,48,1 kg,2012,Q3 2012,oscar ortega carballo,Typica,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,83.92,10,0.0,Blue-Green,32,"July 3rd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
667,667,Mexico,comunidad la yerbabuena,,cafetaleros de la yerbabuena spr de rl,2671,organizaciones de productores de cafe colimense sa de cv,1400,la yerbabuena,coop,20,1 kg,2012,Q2 2012,organizaciones de productores de cafe colimense,Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,83.92,0,0.0,Green,2,"April 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
668,668,Colombia,,3-59-2888,cartago,3-59-2888,carcafe ltda,2527,nariño,Jose Albeiro gomez,275,70 kg,2017,Q2 2017,carcafe ltda ci,Caturra,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,83.83,1,0.0,Green,6,"June 30th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
670,670,Costa Rica,gamboa,8039,beneficio montañas del diamante,5-025-0249,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69 kg,2015,Q2 2016,"ceca, s.a.",Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,83.83,0,0.0,Blue-Green,0,"June 6th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9
671,671,Guatemala,finca medina,11/11711/60,beneficio siembras vision (154),11/11711/60,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,100,69 kg,2016,Q2 2016,juan luis alvarado romero,Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,83.83,0,7.0,Green,6,"May 23rd, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
673,673,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,2015 / 2016,Q4 2015,ipanema coffees,Yellow Bourbon,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,83.83,0,0.0,Green,0,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
674,674,Taiwan,鄉舍咖啡 hometown coffee,,鄉舍咖啡 hometown coffee,Taiwan,taiwan coffee laboratory,480-570m,"dongshan dist., tainan city 臺南市東山區",ZENG JIAN NAN 曾建男,8,18 kg,2014,Q2 2015,"lin, che-hao krude 林哲豪",Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,83.83,0,0.0,Green,1,"April 29th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
675,675,Ethiopia,,,,2014/2015,yasmin coffee plantation plc,1650-1703,oromia,Sumeya Yasin,320,60 kg,2014,Q1 2015,yasmin cofffee plantation plc,,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,83.83,0,0.0,Green,4,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd
676,676,Brazil,rio verde,,ipanema coffees,002/1660/0066,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,300,2 kg,2014 / 2015,Q4 2014,ipanema coffees,Bourbon,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,83.83,0,0.0,Green,1,"October 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
677,677,Costa Rica,various,,coricafe sa,5-0048-0145,coricafe s.a.,1200-1400,central valley,VARIOS,250,1 kg,2013,Q2 2014,eric thormaehlen,Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,83.83,0,0.0,Green,3,"June 9th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9
678,678,Guatemala,el papaturro,,beneficio ixchel,11/23/0436,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69 kg,2014,Q2 2014,juan luis alvarado romero,Bourbon,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,83.83,0,0.0,Green,1,"May 22nd, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
679,679,Brazil,fazenda rio verde,,ipanema coffees,002/4177/0121,ipanema coffees,1260,south of minas,Ipanema Coffees,320,60 kg,2013 / 2014,Q4 2013,ipanema coffees,Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,83.83,0,0.0,Green,0,"December 26th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
680,680,Ecuador,finca el trueno,,,0,sultana del cafe inc.,800 meters above sea level,"province of manabi, ecuador",,1,5 lbs,2013,Q4 2013,garet alban,,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,83.83,0,0.0,Blue-Green,0,"October 4th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
681,681,Colombia,,,trilladora boananza,3-68-0221,exportadora de cafe condor s.a,1750 msnm,huila,,250,70 kg,2013,Q3 2013,exportadora de cafe condor s.a,Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,83.83,0,0.0,Green,1,"September 3rd, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
682,682,Guatemala,finca el morito,,beneficio ixchel,11/23/0464,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,2013,Q2 2013,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,83.83,0,0.0,Green,3,"April 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
683,683,Mexico,predio cañada del encino,,colonia baltazar r.leyva mancilla,1302922721,,1218,petatlan,FILEMON MENDOZA CAMPOS,20,1 kg,2012,Q3 2012,filemon mendoza campos,Bourbon,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,83.83,0,0.0,Green,2,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
685,685,Brazil,fazenda do sertao,,cocarive,002/1352/0052,exportadora de cafés carmo de minas ltda,1.250 m,carmo de minas,Nazareth Dias Pereira,300,1 kg,2011 / 2012,Q4 2011,jacques pereira carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,83.83,0,0.0,Green,3,"December 20th, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d
690,690,Brazil,fazenda capoeirnha,019/17,dry mill,002/1660/0079,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,2017 / 2018,Q4 2017,ipanema coffees,Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,83.75,0,0.0,Green,5,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
691,691,Colombia,,3-59-0075,neiva,3-59-0075,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,275,70 kg,2017,Q3 2017,carcafe ltda ci,Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,83.75,0,0.0,Green,1,"September 28th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
692,692,Taiwan,崁頭山咖啡館 (kan tou mountain coffee),2017台南市精品咖啡評鑑批次 Specialty Coffee Evaluation of Tainan 2017,崁頭山咖啡館 (kan tou mountain coffee),Taiwan,taiwan coffee laboratory,750,"台南市東山區 (dongshan dist., tainan city)",曾如楓 & 郭俊宏 (Tseng Ju Feng & Kuo Jun Hong),10,10 kg,2016,Q2 2017,"lin, che-hao krude 林哲豪",Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,83.75,0,0.0,Green,0,"June 6th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
693,693,Colombia,,3-37-1510,bachue,3-37-1510,racafe & cia s.c.a,,huila,La Plata,275,70 kg,2016,Q1 2017,racafe & cia s.c.a,,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,83.75,1,0.0,Green,4,"February 15th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
694,694,China,pu’er specialty coffee cupping center,YNC-16063,pu’er specialty coffee cupping center,,yunnan coffee exchange,1650,yunnan,Pu’er Specialty Coffee Cupping Center,3,60 kg,2015,Q2 2016,yunnan coffee exchange,Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,83.75,0,1.0,Green,2,"April 6th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93
695,695,Colombia,,,neiva,3-59-0708,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,250,70 kg,2015 / 2016,Q4 2015,carcafe ltda ci,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,83.75,0,0.0,Green,0,"November 26th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
696,696,Uganda,erussi farmers group,,nile highland arabica coffee farmers,0,nile highlands arabica coffee farmers,1400,west nile,Nile Highland Arabica Coffee Farmers,320,60 kg,2013,Q2 2014,nile highland arabica coffee farmers,Bourbon,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,83.75,0,0.0,Green,0,"June 30th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928
697,697,United States (Puerto Rico),hacienda caracolillo,,hacienda alto grande,,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,18,5 lbs,2013,Q2 2014,german negron,Other,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,83.75,0,0.0,Green,1,"June 9th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
698,698,Colombia,,,,3-37-1419,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,100,70 kg,2014,Q1 2014,racafe & cia s.c.a,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,83.75,0,0.0,Green,5,"February 5th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
699,699,Colombia,,,trilladora asia,3-259-0471,olam international ltd,1500-1600,huila,,250,70 kg,2014,Q1 2014,olam agro colombia,Other,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,83.75,0,0.0,Green,3,"January 24th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
700,700,Colombia,,,bonanza - armenia,3-68-0049,exportadora de cafe condor s.a,1750 msnm,huila,,250,70 kg,2013,Q4 2013,exportadora de cafe condor s.a,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,83.75,0,0.0,Blue-Green,1,"November 22nd, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
701,701,Colombia,,,trilladora boananza,3-68-0260,exportadora de cafe condor s.a,1750,huila,,275,70 kg,2013,Q3 2013,exportadora de cafe condor s.a,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,83.75,0,0.0,Green,3,"August 27th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
702,702,United States (Hawaii),,,,K#13150104,kona pacific farmers cooperative,,kona,,12,100 lbs,2013,Q2 2013,kona pacific farmers cooperative,Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,83.75,0,0.0,Blue-Green,0,"May 2nd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
704,704,Guatemala,several farms,,florencia,11-10170-005,the coffee source inc.,1300 mts,quetzaltenango,Several producres,250,3 lbs,2012,Q2 2012,the coffee source inc.,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,83.75,0,0.0,Blue-Green,1,"May 24th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
708,708,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,2017 / 2018,Q4 2017,ipanema coffees,Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,83.67,0,0.0,Green,2,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
709,709,Kenya,,SC 9634,sasini / kofinaf mills,37-0985-4045,taylor winch (coffee) ltd,1700,meru county,NCHOROIBORO / KIRIANI FACTORY,200,60 kg,2017,Q3 2017,kennedy macharia,SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,83.67,0,0.0,Blue-Green,0,"September 1st, 2018",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74
710,710,Honduras,los hicaques,103,cigrah s.a de c.v.,13 / 111 / 053,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,285,69 kg,2016,Q2 2017,bismarck castro,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,83.67,0,0.0,Green,2,"May 11th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
711,711,Nicaragua,santa matilde,606118 / K1730101,dry mill,017/001/1412,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,275,69 kg,2016,Q2 2017,"comercial internacional exportadora, s.a.",Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,83.67,0,0.0,Green,3,"May 11th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
712,712,Brazil,capoeirinha,008/16A,dry mill,002/1660/0106,ipanema coffees,934,south of minas,Ipanema Agricola,320,60 kg,2016,Q3 2016,ipanema coffees,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,83.67,0,2.0,Green,3,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
713,713,Taiwan,tsoustructive garden 鄒築園,Tsoustructive 2015 Caturra,tsoustructive garden 鄒築園,Taiwan,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county","FANG,ZHENG-LUN 方政倫",20,50 kg,2015,Q2 2016,"lin, che-hao krude 林哲豪",Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,83.67,0,0.0,Blue-Green,0,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
715,715,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,2014,Q2 2015,doi tung development project,,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,83.67,0,0.0,Blue-Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
717,717,Guatemala,finca las cuevitas,,beneficio exportacafe agua santa,11-52-380,exportcafe,4451 metros,huehuetenango,FRANCISCO LUIS MARTINEZ LOPEZ,275,69 kg,2014,Q1 2014,juan luis alvarado romero,Bourbon,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,83.67,0,0.0,Green,0,"February 27th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
718,718,Colombia,various,,trilladora boananza,3-68-0021,exportadora de cafe condor s.a,1750 msnm,huila supremo,,250,70 kg,2013,Q4 2013,exportadora de cafe condor s.a,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,83.67,0,0.0,Green,3,"October 29th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
719,719,Colombia,,,,3-37-2865,racafe & cia s.c.a,1800 - 2000,huila,Huila,250,70 kg,2013,Q3 2013,racafe & cia s.c.a,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,83.67,0,0.0,Green,1,"August 16th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
720,720,Guatemala,la union monte verde,,beneficio ixchel,11/23/0634,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,2013,Q2 2013,juan luis alvarado romero,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,83.67,1,0.0,Green,3,"May 30th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
