,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
194,194,Taiwan,香莢蘭莊園,"2024 Sustainable Specialty Coffee Farm Awards,S045",香莢蘭莊園,,Taiwan Coffee Laboratory,780,"苗栗縣泰安鄉 Tai'an Township, Miaoli County","黃冏 HUANG,JYONG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Completed,Pulped natural / honey,7.75,7.83,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,0.0,84.08,11.3,0,0,greenish,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
195,195,China,The Nest Manor,SJ001,The Nest Manor Dry Mill,,The Nest Manor,1600,"Shuangjiang County, Lincang City, Yunnan Province, China",The Nest Manor,2,2 kg,Torch Coffee Company,2024 / 2025,"July 7th, 2025",Unnop Rattanasorn,Syrina,Completed,Dual Fermentation Honey,7.83,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.75,0.0,84.08,10.5,0,0,blue,0,"July 7th, 2026",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
196,196,Brazil,Ofi - Olam Food Ingredients,S040263-4,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000 kg,Brazil Specialty Coffee Association,2025,"September 22nd, 2025",ADRYELLI CRISTINA SILVA,Catuai,Completed,Natural / Dry,7.67,7.75,7.67,7.83,7.67,7.67,10.0,10.0,10.0,7.83,0.0,84.08,11.3,0,0,green,1,"September 22nd, 2026",Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705
197,197,Thailand,Ethnic Coffee Mae Hong Son,1,"Mogojubean, Chiang Mai",,Ethnic Coffee Mae Hong Son,1534,"Mae Hong Son, Thailand",Piyamaporn Wanmanee,1,36 kg,Specialty Coffee Institute of Thailand,2025,"August 26th, 2025",Piyamaporn Wanmanee,Bourbon,Completed,Pulped natural / honey,7.67,7.67,7.75,7.83,7.75,7.67,10.0,10.0,10.0,7.75,0.0,84.08,11.4,0,0,yellowish,0,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
198,198,Colombia,VARIOS,3-01-17725,ALMACAFE POPAYAN,3-01-17725,Federación de cafeteros de Colombia,1500,CAUCA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"September 24th, 2025",Camilo Mosquera,VARIOS,Completed,Washed / Wet,7.75,7.75,7.58,7.83,7.58,7.83,10.0,10.0,10.0,7.75,0.0,84.08,10.6,0,0,green,3,"September 24th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
199,199,Vietnam,Carabu Farm,Lot: TH1,23 nguyen cu trinh,,"carabu coffee. co., ltd",500,Buon Ma Thuot City,Carabu,12,25 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2023 / 2024,"October 29th, 2024",CARABU COFFEE,Blue Mountain,Completed,Natural / Dry,7.92,7.75,7.58,7.92,7.5,7.58,10.0,10.0,10.0,7.75,0.0,84.0,11.8,0,0,yellowish,3,"October 29th, 2025",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
200,200,Thailand,Chatchai Organic Coffee Farming,1,Dry Mill,,Chatchai Organic Coffee Farming,1500,Northen of Thailand,Chatchai Khabu,10,20 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Chatchai,Typica,Completed,Natural / Dry,7.67,7.83,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.58,0.0,84.0,9.4,0,0,greenish,4,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
201,201,Taiwan,佳禾咖啡莊園 Jiahe Coffee Farm,"2024 Sustainable Specialty Coffee Farm Awards,S055",佳禾咖啡莊園 Jiahe Coffee Estate,,Taiwan Coffee Laboratory,1250,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","羅玉聰 LO,YU-TSUNG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8.0,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.67,0.0,84.0,10.8,0,0,bluish-green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
202,202,Taiwan,瑞亦思．安咖啡莊園(Raise An Coffee Estate),2025臺南市國產精品咖啡評鑑批次,瑞亦思．安咖啡莊園(Raise An Coffee Estate),,Taiwan Coffee Laboratory,700,"臺南市東山區 Dongshan Dist., Tainan City","王威騰(Wang,Wei-Teng)",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"July 15th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,7.83,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.67,0.0,84.0,8.4,0,0,greenish,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
203,203,Taiwan,志繼168咖啡園,785 SL34,益豐機械咖啡豆去皮脫殼機剝殼機兩用設備 100型,,志繼168咖啡園,580,桃園市復興區志繼部落,黃俊億,1,8 kg,Blossom Valley International宸嶧國際,2024 / 2025,"March 19th, 2025",黃俊億,SL34,Completed,Washed / Wet,7.67,7.75,7.75,7.83,7.58,7.75,10.0,10.0,10.0,7.67,0.0,84.0,11.3,0,0,bluish-green,0,"March 19th, 2026",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
204,204,Colombia,VARIOS,3-01-14220,ALMACAFE BELLO ANTIOQUIA,3-01-14220,Federación de cafeteros de Colombia,1120 A 2060,Antioquia,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"May 2nd, 2025",Camilo Mosquera,CASTILLA COLOMBIA,Completed,Washed / Wet,8.0,7.75,7.75,7.67,7.5,7.5,10.0,10.0,10.0,7.83,0.0,84.0,10.7,5,0,green,6,"May 2nd, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
205,205,Thailand,MINERAL COFFEE,01,MINERAL,,"MINERAL COFFEE CO.,LTD",1100,chiang rai,VASIN KHOTCHASARN,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"November 7th, 2024",Vasin Khotchasarn,Catuai,Completed,Pulped natural / honey,8.0,7.75,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,0.0,84.0,10.8,0,0,green-yellow,0,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
206,206,Taiwan,古林有機生態園區,"2024 Sustainable Specialty Coffee Farm Awards,S076",古林有機生態園區,,Taiwan Coffee Laboratory,500-700,"花蓮縣玉里鎮 Sanmin, Yuli Township, Hualien County","林菁川 LIN,JING-CHUAN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.83,7.75,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.67,0.0,83.92,9.8,0,0,greenish,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
207,207,Taiwan,大手咖啡,C04,大手咖啡,,Taiwan Coffee Laboratory,1250,嘉義/阿里山鄉,楊帛燊,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Washed / Wet,7.92,7.75,7.58,7.67,7.42,7.75,10.0,10.0,10.0,7.75,0.0,83.83,9.3,0,0,bluish-green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
208,208,Taiwan,締武咖啡農場,"2024 Sustainable Specialty Coffee Farm Awards,S098",締武咖啡農場,,Taiwan Coffee Laboratory,900,"屏東縣泰武鄉 Taiwu Township, Pingtung County","許鎧琳 HSU,KAI-LIN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.58,7.75,7.67,7.67,7.58,7.75,10.0,10.0,10.0,7.83,0.0,83.83,9.5,0,1,green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
209,209,Japan,cactus coffee farm & lab,2,cactus coffee farm & lab,,cactus coffee farm & lab,89,"Okinawa, Japan",Yayoi Nakasone,20,1 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,"September 26th, 2025",Yayoi Nakasone,Mundo Novo,Completed,Natural / Dry,7.58,7.67,7.75,7.58,7.75,7.75,10.0,10.0,10.0,7.75,0.0,83.83,10.6,0,0,green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
210,210,Taiwan,森悅高峰咖啡莊園 Sen Yue High Pk,"2024 Sustainable Specialty Coffee Farm Awards,S091",森悅高峰咖啡莊園 Sen Yue High Pk,,Taiwan Coffee Laboratory,1400,"南投縣仁愛鄉 Ren'ai Township, Nantou County","吳振宏 Wu, Chen Hung",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.67,7.83,7.75,7.67,7.5,7.67,10.0,10.0,10.0,7.75,0.0,83.83,10.8,0,0,greenish,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
211,211,Thailand,Ma-Family Coffee Farm,N1-ICP,Ma-Family Coffee Farm,,Ma-Family Coffee Farm,1250-1400,"PangKhon, Chiangrai, Thailand",Asadawoot Yapaenggoo,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Asadawoot Yapaenggoo,Catimor,Completed,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,0.0,83.83,10.7,0,0,greenish,0,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
212,212,Brazil,Ofi - Olam Food Ingredients,S040263-3,Dry Mill,,Olam Specialty Coffee,1100,Cerrado,Ofi - Olam Food Ingredients,1600,96000 kg,Brazil Specialty Coffee Association,2025,"September 22nd, 2025",ADRYELLI CRISTINA SILVA,Catuai,Completed,Natural / Dry,7.67,7.67,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.75,0.0,83.83,11.6,0,1,green,5,"September 22nd, 2026",Brazil Specialty Coffee Association,"R Guilherme F Zanatelli - 121, Santa Luiza 121 BSCA - Comercio",Lyvia Camargo - 55 35 3212-4705
213,213,Kenya,VARIOUS,CN 4124251021/K33713,VARIOUS,,C.Dorman SEZ Limited,1000-5000,CENTRAL KENYA,DORMAN,300,60 kg,Kenya Coffee Traders Association,2024 / 2025,"July 28th, 2025",URBANUS WACHANIA,SL28,Completed,Washed / Wet,7.83,7.58,7.67,8.0,7.58,7.5,10.0,10.0,10.0,7.67,0.0,83.83,11,0,0,green,1,"July 28th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
214,214,Taiwan,大鋤花間咖啡生態農場 Dachu Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S058",大鋤花間咖啡生態農場 Dachu Coffee Estate,,Taiwan Coffee Laboratory,720,"台南市東山區 Dongshan Dist., Tainan City","郭雅聰 KUO,YA-TSUNG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,7.67,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.75,0.0,83.83,11.1,0,0,green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
215,215,Guatemala,La Demora,11/951/805,Beneficio Las Americas,11/951/805,Asociación Nacional del Cafe,1500,Santa Rosa,Francisco Amadeo Palencia Rivas,600,30 kg,Asociacion Nacional Del Café,2024 / 2025,"April 23rd, 2025",Evelin Isabel Hernández Paxtor,Catuai,Completed,Washed / Wet,7.67,7.75,7.5,7.83,7.67,7.67,10.0,10.0,10.0,7.67,0.0,83.75,10.5,0,1,greenish,12,"April 23rd, 2026",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
216,216,Taiwan,鹿篙咖啡莊園 Lu Cao Coffee,"2024 Sustainable Specialty Coffee Farm Awards,S104",鹿篙咖啡莊園 Lu Cao Coffee,,Taiwan Coffee Laboratory,700,"南投縣魚池鄉 Yuchi Township, Nantou County","台灣農林股份有限公司 Taiwan Tea Co Rporation Co.,Ltd",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.58,7.83,7.75,7.83,7.42,7.58,10.0,10.0,10.0,7.75,0.0,83.75,11.3,0,0,greenish,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
217,217,Taiwan,COFEE BERRIES MANOR,C202,"Chiayi Agricultural Experiment Branch, TARI",,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,7.67,7.75,7.67,7.67,7.75,7.67,10.0,10.0,10.0,7.58,0.0,83.75,10.5,0,0,greenish,2,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
218,218,Taiwan,雨怪有機農場,"2024 Sustainable Specialty Coffee Farm Awards,S043",雨怪有機農場,,Taiwan Coffee Laboratory,345,"宜蘭縣員山鄉 Yuanshan Township, Yilan County","程朝棟 CHENG,CHAO-DONG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.75,7.58,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,0.0,83.75,10.2,0,0,bluish-green,2,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
219,219,Thailand,Slow Na Coffee Farm,01,Horizon Harvest,,"Horizon Harvest (Trirat Service Part.,ltd.)",1000-1400,"Phuka, Bokluea, Nan, Thailand",Horizon Harvest,1,30 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Chawasit Tengtrairatana,Bourbon,Completed,Pulped natural / honey,7.58,7.75,7.58,7.83,7.75,7.58,10.0,10.0,10.0,7.67,0.0,83.75,9.9,0,0,yellow-green,1,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
220,220,Taiwan,晉揚欣金用心咖啡莊園 JinYunSin Tea Coffee Farm,C101,晉揚欣金用心咖啡莊園 JinYunSin Tea Coffee Farm,,Taiwan Coffee Laboratory,900-1200,"嘉義梅山, Meishan, Chiayi","洪欣延 Hong, Xin-Yan",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 18th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,7.75,7.75,7.75,7.67,7.5,7.67,10.0,10.0,10.0,7.67,0.0,83.75,11.2,0,0,blue-green,14,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
221,221,Thailand,Koffeeplus Coffee Plantation,2023-2024 AW,Gravity Separator / Color Sorter,,Koffeeplus Coffee Roaster Academy,1100,Chaing Rai,Chatpong Likitwattanaset,350,40 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"November 7th, 2024",Chatpong Likitwattanaset,Catimor,Completed,Washed / Wet,7.92,7.67,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.67,10,0,0,green,0,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
222,222,Japan,Agaribaru Coffee Farm,AGARIBARU-2024-01,Same as farm,,Okinawa Cerrado Cofffee,103,"Nago City,Okinawa,Japan",Narihisa Sueyoshi,1,20 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"July 15th, 2025",Narihisa Sueyoshi,Mundo Novo,Completed,Washed / Wet,7.67,7.67,7.75,7.75,7.58,7.67,10.0,10.0,10.0,7.58,0.0,83.67,10.1,0,0,green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
223,223,Taiwan,伊德婆娑,C16,伊德婆娑,,Taiwan Coffee Laboratory,1200,嘉義/阿里山鄉,安高信,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.67,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.67,10.5,0,0,greenish,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
224,224,Kenya,Gulmarg Estate,SAS: 7097 AB TOP,Sasini (K) Limited,,Sasini (K) Limited,1800-2100,MT KENYA,SASINI PLC - GULMARG ESTATE,960,60 kg,Kenya Coffee Traders Association,2023 / 2024,"December 12th, 2024",Eric Gatheca Gitau,SL28,Completed,Washed / Wet,8.0,7.67,7.42,7.5,7.67,7.67,10.0,10.0,10.0,7.75,0.0,83.67,11,0,0,green,5,"December 12th, 2025",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
225,225,Kenya,TINGANGA ESTATE,SAS: 7096 AA TOP,Sasini (K) Limited,,Sasini (K) Limited,1800-2100,MT KENYA,SASINI PLC - TINGANGA ESTATE,320,60 kg,Kenya Coffee Traders Association,2023 / 2024,"December 12th, 2024",Eric Gatheca Gitau,SL28,Completed,Washed / Wet,8.0,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.75,0.0,83.67,11,0,0,green,5,"December 12th, 2025",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
226,226,Taiwan,大埤頭農場,C105,大埤頭農場,,Taiwan Coffee Laboratory,200,"新北淡水, Tamsui, New Taipei",林月治,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 18th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Completed,Washed / Wet,7.83,7.75,7.58,7.75,7.5,7.67,10.0,10.0,10.0,7.58,0.0,83.67,15.2,1,0,green,10,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
227,227,Taiwan,曙光的故鄉The Land of Dawn,2025花蓮縣第九屆精品咖啡評鑑批次,曙光的故鄉The Land of Dawn,,Taiwan Coffee Laboratory,230,"Ruisui Township, Hualien County","王登飛WANG,DENG-FEI",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 12th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.58,7.67,7.75,7.75,7.67,7.67,10.0,10.0,10.0,7.58,0.0,83.67,11.1,0,0,greenish,0,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
228,228,"Tanzania, United Republic Of",Mbosho Farm,S75592/P06539,RAFIKI COFFEE LIMITED,AB FAQ,VOLCAFE/TaylorWinch Tanzania Ltd,1500,Kilimanjaro,Mbosho Coffee,320,60 kg,Kenya Coffee Traders Association,2024 / 2025,"April 1st, 2025",Balam Hinyula,Bourbon,Completed,Washed / Wet,7.67,7.58,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.67,0.0,83.58,11.9,0,0,green,24,"April 1st, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
229,229,Vietnam,RADAR FARM,RADAR FARM,dry mill,,S quality coffee lab (stone village),1600,LAM DONG,RADAR FARM,334,30 kg,STONE VILLAGE LAB VIETNAM,2023 / 2024,"November 8th, 2024",NGUYEN VAN HOA,Catimor,Completed,DEEP WASHED,7.83,7.92,7.58,7.67,7.42,7.58,10.0,10.0,10.0,7.58,0.0,83.58,11.9,0,0,green,0,"November 8th, 2025",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189
230,230,Indonesia,MANAT SAMOSIR,-,dry mill,,Koperasi Kopi Lintong,1425,pollung Humbang Hasundutan,Koperasi Kopi Lintong,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra Lintong,Completed,Washed / Wet,7.58,7.75,7.67,7.58,7.67,7.5,10.0,10.0,10.0,7.75,0.0,83.5,13.1,0,4,green,6,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
231,231,Indonesia,Tyyana Coffee,-,dry mill,,Tyyana Coffee,1000,Aek Sabaon,Tyyana Coffee,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.58,7.58,7.83,7.58,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.5,12.6,0,3,green,0,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
232,232,Taiwan,森悅高峰咖啡莊園 Sen Yue High Pk.,C116,森悅高峰咖啡莊園 Sen Yue High Pk.,,Taiwan Coffee Laboratory,1400,"南投仁愛, Ren’ai, Nantou",吳振宏 Chen-Hung Wu,1,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 18th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Washed / Wet,7.67,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.5,11.4,0,0,green,0,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
